Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/23/2021,08/01/2020,08/31/2020,By Month,2020,8,Oregon,Place of death unknown,0,0,0,0,0,0,
06/23/2021,09/01/2020,09/30/2020,By Month,2020,9,Oregon,Total - All Places of Death,85,3217,135,25,0,195,
06/23/2021,09/01/2020,09/30/2020,By Month,2020,9,Oregon,"Healthcare setting, inpatient",40,730,98,19,0,119,
06/23/2021,09/01/2020,09/30/2020,By Month,2020,9,Oregon,"Healthcare setting, outpatient or emergency room",,117,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,09/01/2020,09/30/2020,By Month,2020,9,Oregon,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
06/23/2021,09/01/2020,09/30/2020,By Month,2020,9,Oregon,Decedent's home,10,1412,11,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,09/01/2020,09/30/2020,By Month,2020,9,Oregon,Hospice facility,,66,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,09/01/2020,09/30/2020,By Month,2020,9,Oregon,Nursing home/long term care facility,28,562,12,,0,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,09/01/2020,09/30/2020,By Month,2020,9,Oregon,Other,,330,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,09/01/2020,09/30/2020,By Month,2020,9,Oregon,Place of death unknown,0,0,0,0,0,0,
06/23/2021,10/01/2020,10/31/2020,By Month,2020,10,Oregon,Total - All Places of Death,132,3327,138,40,,231,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,10/01/2020,10/31/2020,By Month,2020,10,Oregon,"Healthcare setting, inpatient",73,807,94,34,0,133,
06/23/2021,10/01/2020,10/31/2020,By Month,2020,10,Oregon,"Healthcare setting, outpatient or emergency room",,124,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,10/01/2020,10/31/2020,By Month,2020,10,Oregon,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,10/01/2020,10/31/2020,By Month,2020,10,Oregon,Decedent's home,19,1411,15,,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,10/01/2020,10/31/2020,By Month,2020,10,Oregon,Hospice facility,,85,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,10/01/2020,10/31/2020,By Month,2020,10,Oregon,Nursing home/long term care facility,33,558,11,,0,41,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,10/01/2020,10/31/2020,By Month,2020,10,Oregon,Other,,341,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,10/01/2020,10/31/2020,By Month,2020,10,Oregon,Place of death unknown,0,0,0,0,0,0,
06/23/2021,11/01/2020,11/30/2020,By Month,2020,11,Oregon,Total - All Places of Death,329,3654,227,102,0,454,
06/23/2021,11/01/2020,11/30/2020,By Month,2020,11,Oregon,"Healthcare setting, inpatient",160,913,153,76,0,237,
06/23/2021,11/01/2020,11/30/2020,By Month,2020,11,Oregon,"Healthcare setting, outpatient or emergency room",,127,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,11/01/2020,11/30/2020,By Month,2020,11,Oregon,"Healthcare setting, dead on arrival",,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,11/01/2020,11/30/2020,By Month,2020,11,Oregon,Decedent's home,44,1551,32,,0,67,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,11/01/2020,11/30/2020,By Month,2020,11,Oregon,Hospice facility,,76,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,11/01/2020,11/30/2020,By Month,2020,11,Oregon,Nursing home/long term care facility,110,666,29,16,0,123,
06/23/2021,11/01/2020,11/30/2020,By Month,2020,11,Oregon,Other,,319,,0,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,11/01/2020,11/30/2020,By Month,2020,11,Oregon,Place of death unknown,0,0,0,0,0,0,
06/23/2021,12/01/2020,12/31/2020,By Month,2020,12,Oregon,Total - All Places of Death,577,4096,331,196,,713,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,12/01/2020,12/31/2020,By Month,2020,12,Oregon,"Healthcare setting, inpatient",274,1070,220,138,0,356,
06/23/2021,12/01/2020,12/31/2020,By Month,2020,12,Oregon,"Healthcare setting, outpatient or emergency room",,144,,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,12/01/2020,12/31/2020,By Month,2020,12,Oregon,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
06/23/2021,12/01/2020,12/31/2020,By Month,2020,12,Oregon,Decedent's home,70,1677,46,17,,100,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,12/01/2020,12/31/2020,By Month,2020,12,Oregon,Hospice facility,,69,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,12/01/2020,12/31/2020,By Month,2020,12,Oregon,Nursing home/long term care facility,199,787,54,38,0,215,
06/23/2021,12/01/2020,12/31/2020,By Month,2020,12,Oregon,Other,24,349,,,0,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,12/01/2020,12/31/2020,By Month,2020,12,Oregon,Place of death unknown,0,0,0,0,0,0,
06/23/2021,01/01/2021,01/31/2021,By Month,2021,1,Oregon,Total - All Places of Death,443,3848,286,165,,565,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,01/31/2021,By Month,2021,1,Oregon,"Healthcare setting, inpatient",222,990,180,107,0,295,
06/23/2021,01/01/2021,01/31/2021,By Month,2021,1,Oregon,"Healthcare setting, outpatient or emergency room",,148,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,01/31/2021,By Month,2021,1,Oregon,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
06/23/2021,01/01/2021,01/31/2021,By Month,2021,1,Oregon,Decedent's home,69,1598,45,18,,97,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,01/31/2021,By Month,2021,1,Oregon,Hospice facility,,71,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,01/31/2021,By Month,2021,1,Oregon,Nursing home/long term care facility,127,658,45,32,0,140,
06/23/2021,01/01/2021,01/31/2021,By Month,2021,1,Oregon,Other,22,383,,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,01/31/2021,By Month,2021,1,Oregon,Place of death unknown,0,0,0,0,0,0,
06/23/2021,02/01/2021,02/28/2021,By Month,2021,2,Oregon,Total - All Places of Death,171,3231,180,67,,284,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2021,02/28/2021,By Month,2021,2,Oregon,"Healthcare setting, inpatient",92,793,129,52,0,169,
06/23/2021,02/01/2021,02/28/2021,By Month,2021,2,Oregon,"Healthcare setting, outpatient or emergency room",,116,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2021,02/28/2021,By Month,2021,2,Oregon,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
06/23/2021,02/01/2021,02/28/2021,By Month,2021,2,Oregon,Decedent's home,19,1449,22,,0,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2021,02/28/2021,By Month,2021,2,Oregon,Hospice facility,,71,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2021,02/28/2021,By Month,2021,2,Oregon,Nursing home/long term care facility,51,522,17,,,61,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2021,02/28/2021,By Month,2021,2,Oregon,Other,,280,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2021,02/28/2021,By Month,2021,2,Oregon,Place of death unknown,0,0,0,0,0,0,
06/23/2021,03/01/2021,03/31/2021,By Month,2021,3,Oregon,Total - All Places of Death,116,3521,169,48,0,237,
06/23/2021,03/01/2021,03/31/2021,By Month,2021,3,Oregon,"Healthcare setting, inpatient",59,819,116,32,0,143,
06/23/2021,03/01/2021,03/31/2021,By Month,2021,3,Oregon,"Healthcare setting, outpatient or emergency room",,147,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2021,03/31/2021,By Month,2021,3,Oregon,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
06/23/2021,03/01/2021,03/31/2021,By Month,2021,3,Oregon,Decedent's home,15,1577,19,,0,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2021,03/31/2021,By Month,2021,3,Oregon,Hospice facility,,69,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2021,03/31/2021,By Month,2021,3,Oregon,Nursing home/long term care facility,32,591,26,11,0,47,
06/23/2021,03/01/2021,03/31/2021,By Month,2021,3,Oregon,Other,,318,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2021,03/31/2021,By Month,2021,3,Oregon,Place of death unknown,0,0,0,0,0,0,
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Oregon,Total - All Places of Death,118,3316,149,48,0,219,
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Oregon,"Healthcare setting, inpatient",68,812,99,32,0,135,
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Oregon,"Healthcare setting, outpatient or emergency room",,127,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Oregon,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Oregon,Decedent's home,28,1472,26,10,0,44,
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Oregon,Hospice facility,0,76,0,0,0,0,
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Oregon,Nursing home/long term care facility,13,516,14,,0,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Oregon,Other,,313,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Oregon,Place of death unknown,0,0,0,0,0,0,
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Oregon,Total - All Places of Death,191,3181,167,75,0,283,
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Oregon,"Healthcare setting, inpatient",137,805,129,68,0,198,
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Oregon,"Healthcare setting, outpatient or emergency room",,135,,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Oregon,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Oregon,Decedent's home,23,1375,13,,0,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Oregon,Hospice facility,,71,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Oregon,Nursing home/long term care facility,18,499,11,,0,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Oregon,Other,,296,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Oregon,Place of death unknown,0,0,0,0,0,0,
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Oregon,Total - All Places of Death,36,895,43,16,0,63,
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Oregon,"Healthcare setting, inpatient",23,203,33,11,0,45,
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Oregon,"Healthcare setting, outpatient or emergency room",,26,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Oregon,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Oregon,Decedent's home,,373,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Oregon,Hospice facility,,25,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Oregon,Nursing home/long term care facility,,164,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Oregon,Other,0,104,0,0,0,0,
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Oregon,Place of death unknown,0,0,0,0,0,0,
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Pennsylvania,Total - All Places of Death,0,12523,747,0,77,824,
